_Item__id;_Item__cunit._Unit__id;_Item__cunit._Unit__pfx;_Item__cunit._Unit__num;_Item__cunit._Unit__sfx;_Item__cunit._Unit__name;_Item__cunit._Unit__note;_Item__munit._Unit__id;_Item__munit._Unit__pfx;_Item__munit._Unit__num;_Item__munit._Unit__sfx;_Item__munit._Unit__name;_Item__munit._Unit__note;_Item__revNo;_Item__tag;_Item__name;_Item__pcs;_Item__type;_Item__fluid;_Item__dimensionX;_Item__dimensionY;_Item__dimensionZ;_Item__material;_Item__heating;_Item__mass;_Item__insul;_Item__anchor;_Item__power;_Item__noise;_Item__note;_Item__PU;_Item__subitem
10;1;SO;2;;Nová výrobní hala;;18;PS;1;;Jeřáby nové výrobní haly;;-1;H01;Jeřáb výrobní haly;1;mostový;[{'_Fluid__fluid': None, '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': 15000.0, '_Fluid__parameter._Param__unit': 'kg', '_Fluid__note': None}];-1;-1;-1;;False;12570.0;;False;11.71;65.0;;False;[]
20;1;SO;2;;Nová výrobní hala;;18;PS;1;;Jeřáby nové výrobní haly;;-1;H02;Jeřáb výrobní haly;2;mostový;[{'_Fluid__fluid': None, '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': 25000.0, '_Fluid__parameter._Param__unit': 'kg', '_Fluid__note': None}];-1;-1;-1;;False;;;False;;-1;;False;[]
30;1;SO;2;;Nová výrobní hala;;19;PS;2;;Technologie tavení a lití;;-1;X01A;Licí linka A;1;kontinuální;[{'_Fluid__fluid': 'mosaz', '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': 2000.0, '_Fluid__parameter._Param__unit': 'kg/h', '_Fluid__note': None}];-1;-1;-1;;False;-1;;False;1515.0;-1;;True;[{'_Item__id': 50, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.1', '_Item__name': 'Vsázkovácí zařízení', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': -1, '_Item__noise': -1, '_Item__note': None, '_Item__PU': False, '_Item__subitem': [{'_Item__id': 51, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.1.1', '_Item__name': 'Šaržovací vozík s\xa0výtahem', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [{'_Fluid__fluid': 'vsázka', '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': None, '_Fluid__parameter._Param__unit': None, '_Fluid__note': None}], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': 5.5, '_Item__noise': -1, '_Item__note': '', '_Item__PU': False, '_Item__subitem': []}, {'_Item__id': 52, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.1.2', '_Item__name': 'Vibrační vsázkovací vozík', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [{'_Fluid__fluid': 'vsázka', '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': None, '_Fluid__parameter._Param__unit': None, '_Fluid__note': None}], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': -1, '_Item__noise': -1, '_Item__note': None, '_Item__PU': False, '_Item__subitem': []}]}, {'_Item__id': 70, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.2', '_Item__name': 'Tavící pec', '_Item__pcs': 1, '_Item__type': 'indukční', '_Item__fluid': [{'_Fluid__fluid': '', '_Fluid__volume': '', '_Fluid__flowrate': '', '_Fluid__parameter._Param__value': '', '_Fluid__parameter._Param__unit': '', '_Fluid__note': ''}, {'_Fluid__fluid': 'chladící voda procesní', '_Fluid__volume': None, '_Fluid__flowrate': 17.1, '_Fluid__parameter._Param__value': None, '_Fluid__parameter._Param__unit': None, '_Fluid__note': None}, {'_Fluid__fluid': 'odpadní voda průmyslová', '_Fluid__volume': None, '_Fluid__flowrate': 5.0, '_Fluid__parameter._Param__value': None, '_Fluid__parameter._Param__unit': None, '_Fluid__note': None}, {'_Fluid__fluid': 'zemní plyn', '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': 400.0, '_Fluid__parameter._Param__unit': 'kWh/týden', '_Fluid__note': None}], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': 7000.0, '_Item__insul': None, '_Item__anchor': False, '_Item__power': 850.0, '_Item__noise': 85.0, '_Item__note': None, '_Item__PU': False, '_Item__subitem': []}, {'_Item__id': 90, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.3', '_Item__name': 'Licí pec', '_Item__pcs': 1, '_Item__type': 'indukční', '_Item__fluid': [{'_Fluid__fluid': '', '_Fluid__volume': '', '_Fluid__flowrate': '', '_Fluid__parameter._Param__value': '', '_Fluid__parameter._Param__unit': '', '_Fluid__note': ''}, {'_Fluid__fluid': 'chladící voda procesní', '_Fluid__volume': None, '_Fluid__flowrate': 9.1, '_Fluid__parameter._Param__value': None, '_Fluid__parameter._Param__unit': None, '_Fluid__note': None}, {'_Fluid__fluid': 'zemní plyn', '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': 400.0, '_Fluid__parameter._Param__unit': 'kWh/týden', '_Fluid__note': None}], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': None, '_Item__insul': None, '_Item__anchor': False, '_Item__power': 250.0, '_Item__noise': 80.0, '_Item__note': None, '_Item__PU': False, '_Item__subitem': [{'_Item__id': 101, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A 3.1', '_Item__name': 'Krystalizátor', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': -1, '_Item__noise': -1, '_Item__note': None, '_Item__PU': False, '_Item__subitem': []}]}, {'_Item__id': 130, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.4', '_Item__name': 'Ostřikové chladící zařízení', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [{'_Fluid__fluid': '', '_Fluid__volume': '', '_Fluid__flowrate': '', '_Fluid__parameter._Param__value': '', '_Fluid__parameter._Param__unit': '', '_Fluid__note': ''}, {'_Fluid__fluid': 'chladící voda průmyslová', '_Fluid__volume': None, '_Fluid__flowrate': 4.2, '_Fluid__parameter._Param__value': None, '_Fluid__parameter._Param__unit': None, '_Fluid__note': None}, {'_Fluid__fluid': 'tlakový vzduch', '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': 5.0, '_Fluid__parameter._Param__unit': 'bar(g)', '_Fluid__note': None}], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': -1, '_Item__noise': -1, '_Item__note': None, '_Item__PU': False, '_Item__subitem': [{'_Item__id': 110, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.4.1', '_Item__name': 'Válečková podpěra', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': -1, '_Item__noise': -1, '_Item__note': None, '_Item__PU': False, '_Item__subitem': []}]}, {'_Item__id': 150, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.5', '_Item__name': 'Tažné zařízení', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': 23.0, '_Item__noise': -1, '_Item__note': None, '_Item__PU': False, '_Item__subitem': []}, {'_Item__id': 170, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.6', '_Item__name': 'Frézovací centrum', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [{'_Fluid__fluid': 'tlakový vzduch', '_Fluid__volume': None, '_Fluid__flowrate': None, '_Fluid__parameter._Param__value': 5.0, '_Fluid__parameter._Param__unit': 'bar(g)', '_Fluid__note': None}], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': 40.5, '_Item__noise': 85.0, '_Item__note': None, '_Item__PU': False, '_Item__subitem': []}, {'_Item__id': 190, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.7', '_Item__name': 'Střihací zařízení', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': 18.0, '_Item__noise': 80.0, '_Item__note': None, '_Item__PU': False, '_Item__subitem': []}, {'_Item__id': 210, '_Item__cunit._Unit__id': 1, '_Item__cunit._Unit__pfx': 'SO', '_Item__cunit._Unit__num': 2, '_Item__cunit._Unit__sfx': None, '_Item__cunit._Unit__name': 'Nová výrobní hala', '_Item__cunit._Unit__note': None, '_Item__munit._Unit__id': 19, '_Item__munit._Unit__pfx': 'PS', '_Item__munit._Unit__num': 2, '_Item__munit._Unit__sfx': None, '_Item__munit._Unit__name': 'Technologie tavení a\xa0lití', '_Item__munit._Unit__note': None, '_Item__revNo': -1, '_Item__tag': 'X01A.8', '_Item__name': 'Navíjecí zařízení', '_Item__pcs': 1, '_Item__type': -1, '_Item__fluid': [], '_Item__dimensionX': -1, '_Item__dimensionY': -1, '_Item__dimensionZ': -1, '_Item__material': None, '_Item__heating': False, '_Item__mass': -1, '_Item__insul': None, '_Item__anchor': False, '_Item__power': 8.2, '_Item__noise': -1, '_Item__note': None, '_Item__PU': False, '_Item__subitem': []}]
